SquareFootage,Bedrooms,Bathrooms,Price
899,1,2,154069
1102,5,3,419501
2493,3,2,202760
1626,5,3,233292
2056,2,1,255682
2361,5,3,140793
845,5,2,485937
1146,2,3,136160
1762,3,3,224854
2296,3,3,208562
517,1,1,289438
1569,2,1,229575
1994,5,2,414467
1541,4,1,166478
698,5,3,369923
2060,3,2,471494
1644,3,2,183584
523,3,2,367369
1605,5,1,123468
1088,2,2,156140
1023,1,2,190977
945,2,3,332193
1966,5,1,399937
1447,5,3,325911
2210,1,2,413781
523,1,1,147873
1158,3,3,207199
521,1,3,407038
574,3,1,317160
2232,5,3,210973
602,5,3,272960
1456,5,1,464460
2075,3,2,432106
2109,5,3,167683
2215,5,1,219580
1329,3,3,200167
649,4,1,272029
2282,3,1,246411
581,4,2,385865
869,1,2,129443
1227,3,1,467001
565,2,1,109947
1058,2,3,224876
2039,5,1,133358
1757,5,1,201367
2162,4,1,372765
2405,1,2,376302
1979,5,3,230098
1241,1,1,153274
2021,3,3,255070
1247,5,2,155976
691,5,2,373444
1524,1,1,324585
2435,1,2,285606
1210,2,2,377077
1556,2,2,280286
2070,4,3,324342
1718,5,2,264803
1753,4,3,294279
716,2,1,305627
1735,4,3,209298
644,5,1,269377
2403,5,3,347752
929,3,3,252574
1340,4,2,465386
1560,3,3,150424
747,1,1,327568
790,5,1,315544
1657,5,3,474699
1854,5,1,304389
2033,5,3,455398
540,4,3,210207
2268,5,2,157714
885,1,2,434086
1753,2,2,320994
1796,5,2,169842
1777,4,3,123649
1022,5,2,157210
597,4,3,222558
2255,4,3,344615
1541,1,3,176272
535,5,1,416204
2404,1,2,187752
914,2,1,153336
2279,1,2,217940
903,2,3,273449
1892,3,3,406727
993,5,2,121513
1295,4,2,416953
1506,3,2,464382
1509,2,3,198901
549,4,1,271280
847,5,1,166820
2110,1,3,299607
1969,1,1,179414
1986,1,3,352794
1849,4,2,408675
1084,1,1,233565
2175,1,3,110601
1036,1,1,138236
2154,1,3,481513
1040,1,2,141187
1176,5,2,228097
1632,4,2,370558
1486,5,2,167463
1867,1,2,329029
1872,4,1,496398
1692,4,1,378382
2406,5,2,438631
1697,2,1,220271
1788,4,3,313321
1101,1,2,443754
1163,5,3,119588
2462,2,1,450594
924,3,1,451446
1828,3,2,316572
1990,3,1,363644
1336,5,3,177962
1738,5,3,151575
752,5,3,110414
563,1,3,313437
784,5,2,247317
1246,5,1,172888
1895,4,1,223760
2036,2,1,473348
2066,3,2,129752
1576,4,3,362621
619,1,3,322903
2034,3,2,370530
1581,4,1,212141
1456,3,1,124257
2089,3,1,226514
1009,1,3,331400
2315,1,2,467528
2174,5,1,161327
1386,4,1,397567
1918,4,3,465538
688,4,3,137880
877,5,3,213504
1680,5,1,326369
1500,2,1,249938
657,5,2,333242
721,4,1,379634
1872,2,1,484548
1479,1,2,406166
680,5,3,188299
1732,4,2,177175
1857,4,3,427392
639,2,1,257336
1657,5,3,351675
1122,1,2,242985
2085,2,2,237787
1494,2,3,231643
811,3,2,275443
1803,2,2,146280
1479,1,2,205632
1376,2,3,227277
1429,4,3,200184
1905,3,2,392695
2024,5,1,389053
2455,3,1,377591
1266,4,1,219741
2496,1,2,285165
2478,4,1,268433
1880,1,2,432734
1118,4,2,333059
1807,2,2,331323
1948,2,2,431038
1015,3,3,156723
580,1,1,483554
1432,5,2,260295
800,1,2,274788
1297,2,3,200578
1482,3,2,270955
1146,2,3,485914
1595,4,1,154502
2019,5,1,437216
1209,2,3,268677
2437,3,3,324067
675,5,3,449904
1678,2,3,236023
1171,2,2,412434
2491,3,2,165801
1889,5,3,168863
2264,4,1,422348
1298,5,1,206712
2103,5,1,486194
1552,3,2,204859
1771,3,2,374716
2254,2,1,454881
1812,4,3,128555
1618,1,1,101174
842,4,3,476435
1922,4,2,442615
993,5,2,245050
771,2,2,444484
1447,3,2,276420
1143,4,1,257095
520,5,3,184379
2172,1,1,465302
717,4,1,495181
1549,4,2,224714
1548,4,1,415768
2147,4,1,361920
1698,2,3,257764
954,5,3,441228
2015,2,1,496103
1025,1,3,297731
923,3,3,364174
1447,5,1,395936
1562,5,3,271834
1160,3,3,147967
1147,3,2,109666
1523,1,2,155485
1907,3,2,148272
1153,4,1,487472
523,5,1,461825
1276,4,2,409990
549,4,1,300206
866,5,2,489748
1970,1,3,472762
1434,3,2,325138
2391,2,2,257794
737,2,1,370378
1939,2,2,174314
847,2,3,254363
560,4,1,411777
752,1,1,390146
1696,5,1,413386
2412,4,3,289954
1133,5,3,256528
609,3,2,207409
1830,2,3,439424
795,2,2,225761
1627,4,1,330365
2102,4,2,374334
2005,4,3,281456
1435,4,3,217799
2301,1,2,490979
2326,2,2,388729
1387,3,3,486450
2007,1,3,310186
1537,4,2,499868
1957,3,3,495603
2066,2,2,441680
2251,4,3,211145
1059,4,1,306420
1886,1,2,470799
589,1,3,470070
2487,4,1,348789
1285,4,1,494307
1384,5,1,192302
765,5,2,127635
809,2,3,463782
2299,1,1,455880
2125,2,1,309973
1487,3,1,437190
664,3,1,245311
608,1,3,339488
562,5,3,382112
837,4,3,192893
2485,3,3,154944
1615,4,1,259970
1167,5,1,271551
1872,5,3,308290
977,1,3,410449
685,2,2,104592
838,3,1,130753
2434,1,2,210133
1529,4,2,175332
1932,1,1,354773
1309,2,2,297021
2435,3,1,216239
1211,2,2,145449
1984,5,2,118621
1321,1,1,196430
705,1,1,464023
1224,1,2,383856
1763,4,1,426985
1836,1,2,311908
1191,4,2,449354
1569,2,3,436195
1192,1,1,108730
2039,4,2,380777
2407,5,1,401033
687,5,3,225031
1127,4,1,292142
1360,3,2,377157
708,3,1,407167
1290,3,3,278044
2220,5,2,356055
1826,1,3,403832
851,1,1,346183
913,1,3,240934
825,5,2,119620
2457,5,2,306888
1063,3,3,222509
2063,4,3,259935
1271,1,2,177390
2156,2,1,427723
835,5,1,496049
2336,2,3,299804
942,2,1,160664
631,3,2,476233
1654,1,3,432492
635,1,3,318339
501,5,3,407675
739,2,2,277042
2276,3,3,487666
2400,1,3,247400
2299,4,1,432413
1485,1,3,340615
1050,3,2,388549
1077,4,2,487204
635,1,3,299271
2381,2,3,214835
2257,4,2,427105
1718,5,1,416262
1175,5,3,148237
2161,4,1,415256
1818,3,1,215943
726,5,1,442219
648,3,2,466960
1883,3,1,457582
579,5,3,294558
1627,4,3,256076
1036,1,1,481412
1955,3,3,421335
961,1,3,484090
1099,5,3,460774
883,2,2,490397
2432,2,2,251203
2441,5,3,263859
1174,3,1,104321
954,3,1,320158
881,4,1,449888
2271,4,3,164644
2206,4,2,232745
510,1,2,125767
652,1,3,105864
2407,5,2,185665
1405,3,2,240049
935,3,1,177171
1119,5,1,167021
2173,4,2,406327
1077,3,2,460882
2323,3,1,408635
1784,1,1,312035
569,4,3,328271
2377,4,2,228269
2064,1,3,119956
2260,4,1,121191
1205,3,3,412088
760,1,3,399582
1352,2,2,113372
1623,4,2,435715
1604,5,3,462795
1963,3,3,272825
2095,2,1,297185
1381,2,3,381882
1454,2,2,217648
1223,5,1,119021
1643,2,2,313492
1514,4,3,477736
1266,5,1,348862
1186,1,1,470023
2045,5,2,155966
1893,4,1,498529
1228,1,1,392067
821,3,1,415941
2123,1,2,458627
2451,4,1,336735
1490,3,1,234496
1223,2,1,415929
698,1,3,281915
1754,3,1,497362
2074,5,2,226689
1113,1,3,471936
1154,3,1,256101
613,3,2,198956
1023,1,3,323592
2328,4,2,137298
1946,3,2,175304
2165,2,3,337956
1724,5,2,125299
1827,5,1,319490
1524,4,1,441096
2437,3,1,484192
2473,5,1,390487
2078,1,1,246096
1938,5,2,374858
829,4,3,250238
757,4,1,481509
1184,5,3,273402
2166,4,3,120391
1702,1,3,194499
1839,3,3,329592
1263,2,3,178522
1592,1,3,312256
1642,3,2,253982
1301,2,2,391860
1523,1,2,493428
668,4,1,356701
744,2,3,346849
716,2,2,243088
1901,1,1,371992
1345,5,2,484208
1883,1,2,154948
1581,2,2,282567
2298,4,2,305492
765,2,1,248211
1183,4,1,188814
941,1,3,454510
1210,2,1,154257
1283,1,2,396240
692,2,3,457556
2362,5,2,286760
2303,4,2,170272
1466,2,3,171052
815,5,3,161287
1195,1,1,405434
1911,3,1,250960
1613,3,3,135423
1573,3,2,272605
945,2,3,234305
2254,3,2,326094
1434,1,3,165699
2283,3,2,382254
621,5,3,298994
595,5,2,390868
696,3,1,373875
551,1,1,455121
2303,5,1,345884
978,1,2,232829
1966,2,2,439090
1787,4,3,264442
1842,3,3,359585
1779,2,1,230506
1380,3,1,229930
1692,2,3,390117
1517,1,3,392085
2226,5,3,174996
2435,1,2,295797
2076,3,1,367715
2040,4,3,200134
800,3,1,406877
1993,1,3,375498
1262,4,2,379317
2395,3,2,400010
1310,5,3,339070
1672,3,1,307848
1534,5,1,134746
1484,3,3,489429
619,3,3,438827
2057,3,1,468398
1705,3,1,392652
1095,2,3,385261
1264,4,2,166851
2180,5,2,340481
2254,1,1,417388
1612,1,1,291961
1898,5,2,317342
1519,3,1,107207
828,2,3,194519
2454,4,2,249176
988,3,2,370579
1459,5,3,470401
662,2,1,356443
603,2,1,149956
2371,2,2,302862
1704,5,3,374366
2155,4,3,246737
1711,3,3,134230
2461,1,2,327564
1224,4,1,488560
517,1,2,305805
2060,4,3,446059
1466,5,1,241745
866,3,2,361128
1610,1,1,362312
1603,1,2,295107
1677,2,3,334229
930,1,3,465794
1093,2,3,127732
606,1,3,486580
1472,4,3,212850
898,5,2,167079
963,3,1,264180
741,2,2,189678
520,2,2,106246
2491,3,1,306641
1784,1,2,333458
2472,1,1,424276
897,1,2,232268
723,4,3,117666
706,1,2,238004
1975,1,1,441926
1889,3,3,244167
1083,2,1,321982
1180,5,2,220801
827,4,2,398447
2247,4,2,291495
1017,1,1,272611
758,4,2,309799
2347,3,3,398835
2270,5,2,356494
913,2,3,233201
2298,4,2,449305
795,4,1,261125
2381,4,3,390959
1266,2,3,270314
2232,1,1,390330
2183,2,1,264122
656,2,2,359370
1512,4,1,229235
2029,3,3,318098
1039,5,1,318617
1990,3,3,388192
1928,5,2,436010
529,5,3,115849
1261,5,1,470372
980,4,3,127878
2439,3,3,205113
1203,3,3,177943
2222,4,2,315806
966,2,2,174051
1442,5,1,126281
864,1,2,294701
2012,4,1,132822
1186,5,2,423356
713,1,1,472742
1406,1,3,397135
1748,2,2,282645
1180,1,2,173881
2281,5,3,173857
1032,3,3,452471
1626,2,3,259965
1928,2,3,241478
568,5,2,263778
2357,4,1,228091
1834,2,1,139553
2178,2,1,249590
1558,1,3,452950
878,5,1,184040
645,4,1,141960
1186,3,1,477699
754,3,3,291977
2116,2,2,171054
708,1,1,114562
1110,2,2,159376
1813,3,1,470641
1763,3,2,429716
796,1,3,444531
2488,3,1,467965
1129,1,3,252635
2262,1,2,368856
1073,2,1,487600
1016,2,1,354730
1281,4,1,176278
1401,4,1,416354
2448,1,2,199535
2359,4,1,255203
1618,1,1,136757
1892,1,1,376962
2243,2,2,277133
2291,5,3,246157
2281,2,2,462083
710,1,1,451853
1657,5,3,474817
2212,5,2,484258
579,1,3,292486
2209,1,1,433821
2300,3,2,145672
1141,3,1,383622
565,2,2,261915
1121,2,2,418485
1588,3,1,477077
1823,3,3,207527
1666,5,2,112323
1212,2,1,450793
2027,4,2,488474
2108,5,3,394910
617,3,2,223040
2011,1,3,433873
1883,3,1,354646
856,1,3,491284
1276,5,1,151882
1973,3,1,397855
1279,1,2,102712
2069,5,3,371604
1996,5,2,185177
1934,2,3,324609
2165,1,2,178708
2211,2,3,279198
1088,5,2,173139
1492,3,2,319019
1662,1,1,433706
2299,3,3,385517
2464,2,2,474981
912,3,3,319605
778,5,1,373708
810,3,1,116783
1088,3,3,164150
2269,5,3,431702
2168,5,3,428061
1269,1,3,381097
1765,1,1,352916
653,5,1,494503
1688,4,1,496373
1640,4,1,164599
1574,4,1,119802
1642,4,1,201818
541,2,3,443117
1655,2,3,106503
1825,1,2,395876
1335,2,1,276331
2462,4,3,240447
872,5,2,300716
781,3,3,266738
2239,2,1,433588
1246,3,1,427929
1245,1,1,263579
1906,4,2,173757
2379,4,1,407719
2119,1,2,253609
818,3,1,227284
1126,2,1,315936
712,1,2,487578
1038,1,3,222989
535,4,3,278825
964,2,1,166637
610,2,1,433727
2228,5,1,461117
2140,5,2,102760
1718,5,1,418318
1314,5,2,176063
1050,4,1,220603
1698,2,3,460258
771,1,2,135520
2127,2,3,112566
1883,4,2,270709
562,4,2,294928
1332,2,3,438643
1030,1,2,444022
1371,4,3,259571
1311,1,2,461754
1269,4,2,350464
2309,1,3,454541
2131,5,3,390439
2219,5,1,332930
2474,3,3,464092
1548,1,2,167041
1447,4,2,331454
623,3,1,315134
690,1,1,144591
1859,2,3,363035
2340,1,3,231409
579,5,2,141250
1435,4,3,212929
608,5,2,312317
2301,2,3,154073
1866,2,1,498872
2457,3,1,252973
1403,2,1,141641
2281,2,2,487474
2393,1,2,309172
636,1,2,188095
1068,2,3,445870
2056,3,1,424692
2155,2,2,364038
2367,3,1,431754
1181,1,3,298003
1809,5,3,220376
1361,5,2,164325
1789,4,2,314117
2236,3,2,269537
1047,2,1,281699
2177,2,3,422816
2366,1,1,464196
679,2,2,422474
1940,4,2,324625
1771,1,3,319020
1192,3,3,317891
2471,3,1,494759
924,1,2,390667
1786,4,3,370819
667,5,2,282765
1128,2,1,485619
532,5,3,324234
2107,2,1,268914
1446,1,1,354905
1442,4,1,488553
909,2,3,253641
1554,4,2,480801
2011,2,2,325311
586,4,2,182401
1002,4,2,414709
1379,5,1,381292
2025,5,2,372560
2006,3,1,230391
1557,1,3,144597
716,1,2,413493
931,2,3,107694
1849,2,1,309381
1392,5,2,185007
1771,2,2,122469
721,3,3,143157
2006,4,1,100189
1529,5,3,123158
2084,1,3,173406
1898,4,3,315365
802,4,3,332269
1424,1,2,381460
1846,5,3,222025
658,1,2,421075
973,3,2,231505
972,3,2,244063
1926,3,3,419124
1800,3,1,496497
1641,2,1,304485
1170,3,2,355175
1601,5,2,470638
1123,1,1,451894
1404,4,3,274896
764,2,3,298432
2465,5,1,224505
2435,4,3,109583
1977,5,3,376095
1546,3,2,232417
1194,5,3,184967
834,3,1,268556
730,3,1,337242
801,1,1,472254
1343,4,3,299117
831,2,2,246080
1540,5,3,478329
2222,5,1,483886
810,2,3,466438
773,4,3,241059
960,5,3,470213
798,2,2,468550
992,3,2,419330
2284,2,1,333138
1545,2,3,340304
2158,4,2,432992
2264,4,2,317482
2281,2,2,184283
2197,1,3,368247
1802,5,1,352618
897,4,2,323467
2216,4,1,486363
1756,5,1,144102
702,5,2,268749
2087,4,3,272053
2340,4,3,109223
1033,2,1,203887
1682,3,1,486464
2229,3,3,476691
988,3,2,217782
1946,3,1,239599
1687,3,2,485366
1182,1,2,191530
2462,3,2,386260
1659,5,2,264389
1685,2,3,366458
1965,3,2,255832
998,2,3,432875
2240,4,1,106144
2017,4,3,454392
2461,5,3,291789
1251,2,2,213427
691,5,3,488335
930,5,2,219642
2044,2,3,472228
1137,5,2,270076
1907,3,3,325357
1421,1,3,156005
1253,5,3,167591
964,2,3,189620
1473,1,3,360371
1221,1,1,448485
1914,2,2,322625
673,5,2,318297
912,4,3,418585
986,3,2,182646
561,4,3,111715
1807,3,1,266601
812,4,2,105848
1948,2,2,194463
2225,4,2,227086
1904,2,1,298859
1393,5,2,292212
1711,5,2,422606
1147,4,2,286317
1796,3,2,150182
815,2,1,416611
673,2,2,321729
887,4,1,210462
1038,2,1,301795
1706,4,3,241955
1656,2,3,362668
854,5,1,379552
1849,1,2,426821
2391,4,1,161087
1632,2,3,410602
639,5,1,100895
1523,3,1,290015
2360,2,1,427915
1686,5,2,327203
1463,4,2,415098
2110,1,2,443048
1818,5,2,204287
2382,2,2,419198
1256,4,2,243333
1175,5,1,264757
2285,5,3,491780
819,2,1,108337
941,1,1,429953
764,5,3,299848
1096,1,3,437692
1023,4,1,209876
1864,5,3,369421
783,3,1,464208
2119,5,3,334296
1468,4,1,497219
1000,5,1,426964
1567,4,1,361672
1808,2,1,491213
1818,1,1,325509
1998,2,2,197820
1254,1,2,464832
1146,4,2,483923
887,3,3,472268
1838,1,1,103507
1223,2,1,147695
904,2,3,294611
1542,1,3,409960
1672,4,1,273915
1818,3,2,333949
1017,5,2,311899
1022,4,2,455985
1182,2,2,337611
1447,1,1,300219
1884,2,3,366988
2376,2,3,449490
2356,2,2,485172
907,4,1,170276
1166,2,3,398602
1782,4,1,282165
1344,3,2,172963
1576,2,2,410027
1863,5,2,481704
547,5,2,464459
2245,5,1,385843
1165,5,3,397360
1388,1,3,495626
886,4,1,387405
1216,1,3,412294
2302,2,2,209229
2245,4,2,216071
1389,4,3,461240
2258,3,1,294616
2072,5,2,123154
1685,1,3,409397
1265,4,2,384897
990,5,3,328647
2245,4,3,296504
2122,2,3,324230
1463,2,1,355463
1400,1,1,323550
1616,4,1,301629
1780,2,1,113647
723,5,1,499308
1179,5,1,188369
1564,5,2,174012
829,4,3,125241
1146,2,2,198337
2407,3,2,196215
1785,3,3,221352
2216,4,1,498516
1405,2,1,355204
625,2,1,150931
2052,5,1,271168
1300,2,1,321501
1992,4,1,483529
1358,4,3,303628
2083,3,3,397835
1443,1,2,156947
2013,1,1,241551
2431,3,1,162505
1306,1,1,246593
684,5,2,334846
1001,1,1,350185
1409,4,2,150717
1888,1,3,425483
953,4,1,319707
2008,5,2,416485
1047,1,1,197670
2355,4,3,248499
1615,4,2,117092
921,5,3,312612
1961,1,3,418524
1857,4,1,275525
2163,3,2,392669
1469,3,2,152848
1376,4,3,455965
1991,3,1,438239
2158,2,2,482085
2122,1,2,138628
1464,5,3,418802
914,2,1,384502
2416,1,1,381005
1113,5,3,286344
1002,4,1,456331
1069,4,3,258370
1564,2,2,177714
2032,5,2,447240
967,1,1,476900
565,1,2,298754
677,1,2,285433
1586,5,1,498407
1551,5,3,245059
981,5,3,267302
1886,4,1,398581
1366,4,3,343521
1891,4,1,197854
750,4,3,424799
1084,5,3,100270
1657,3,3,272454
1554,3,2,122270
1697,1,3,261515
1857,3,2,226275
578,5,2,194185
1903,1,2,231337
1138,1,1,254060
2457,2,2,299783
2034,2,1,387220
2338,1,3,184532
820,1,1,108529
2283,3,2,116975
2106,1,1,255393
1839,1,2,260107
614,1,1,119627
656,3,2,256366
1140,1,1,457610
1558,4,3,351914
1079,4,1,403106
1719,1,1,200251
1773,5,1,219331
2331,1,2,270659
867,5,2,432628
2005,5,1,495241
1806,3,3,195351
2427,3,2,376487
2494,3,3,270031
1239,5,1,179961
1573,1,2,345072
1787,3,1,482681
1843,1,1,487149
1660,5,1,427297
2443,2,2,307170
1462,2,2,383017
586,5,3,305054
1967,5,2,449649
2176,5,3,315309
1287,3,1,446987
962,1,1,314264
660,4,3,151637
928,1,1,496241
897,3,2,424548
1384,3,2,163882
1528,4,3,424516
2066,4,2,108166
1819,5,3,302884
855,4,1,420829
1373,1,1,214997
551,3,1,306668
1551,1,1,107507
1956,1,1,168869
980,1,3,384506
1962,5,3,471528
1744,4,3,495606
2187,1,2,282049
1605,5,1,283760
618,2,2,239918
1734,1,3,163867
1959,3,2,460719
2462,4,2,192776
598,1,1,140868
1943,5,3,238255
1996,2,2,476145
1138,4,3,259788
1098,1,3,499011
661,1,3,273944
957,4,3,103315
2116,1,1,344053
1668,4,1,380176
643,4,1,301717
1387,1,3,222159
1359,4,2,149668
519,5,3,228755
1728,5,3,284818
1018,4,3,420493
1758,4,1,474480
1903,5,3,195261
1977,1,1,286550
988,1,2,195348
717,1,3,152251
1008,5,1,307251
1618,2,1,253802
2026,5,1,266263
2030,4,3,145990
2423,3,2,133681
949,1,3,413713
958,5,2,251993
2175,2,2,295638
1607,4,1,270223
2081,2,1,283008
1733,2,2,422867
1296,3,1,244430
1866,5,1,275145
1898,4,1,412350
869,3,2,262797
1037,4,3,420803
2202,2,2,232631
2498,4,1,450742
687,5,3,250994
1952,5,3,423309
2197,1,3,235167
1344,5,1,122075
1371,2,3,326420
1101,2,2,227710
2459,2,3,171414
1150,5,2,178522
1357,5,3,285858
1927,4,3,175437
1622,5,3,400117
2366,3,1,481248
1729,5,1,449049
1064,2,2,257939
1877,3,2,488407
2163,5,3,143582
1967,2,3,207805
937,5,3,229575
2027,5,1,285480
770,2,2,395617
1415,2,2,499157
1653,1,2,435498
1436,1,1,499146
2363,1,1,291123
701,1,1,413023
1825,3,3,303833
2433,4,3,301886
1940,4,2,477447
742,1,3,385482
2056,5,3,263566
553,2,1,464880
2214,2,2,440073
1777,2,3,471739
1048,1,2,132362
638,1,3,285705
1521,1,2,384323
2148,1,1,385143
1825,1,2,242726
1683,3,2,424337
2329,3,1,105499
1053,3,2,247223
1505,4,1,331440
1236,4,1,277061
2192,1,2,400432
2178,4,3,327750
2365,1,1,260889
1386,2,1,429814
996,4,1,129882
736,3,1,497546
1584,4,3,372337
1256,2,3,417922
1037,1,1,247011
643,3,2,206660
1268,5,1,160319
2217,4,1,361715
822,5,1,467790
866,1,2,235539
2341,5,1,160265
1014,4,3,460132
2059,4,1,353015
2155,2,2,355296
710,5,1,301525
1286,2,2,352258
1865,1,3,317095
1936,2,3,131557
1389,4,2,470314
2295,4,2,221127
1007,4,2,221275
1472,5,2,284183
1543,2,3,366647
2178,5,1,490361
1768,2,2,482762
2488,3,1,477062
2349,4,3,382331
1810,2,2,304113
1565,5,2,407424
1981,4,3,251105
750,1,3,476279
1060,1,3,458638
809,1,3,278810
778,2,1,306246
1534,1,1,127230
2479,4,2,416473
2057,1,2,438167
1290,4,2,110060
1492,5,2,191679
1518,4,1,242497
2302,5,2,400003
825,4,3,460934
1377,3,3,340284
2152,4,2,118228
2259,3,1,223192
2297,4,2,206799
725,3,1,328581
2414,5,1,356014
1076,2,1,456573
2297,1,3,243179
1985,2,1,227091
1280,1,1,107047
1341,2,2,285987
1431,1,3,337076
2437,1,2,103665
1747,1,1,182342
2379,3,2,217237
577,3,1,290893
1196,4,3,233291
1589,4,3,115464
1989,1,3,259765
1190,4,3,106337
1180,3,1,410534
1823,5,3,330293
1369,5,1,153123
1382,1,3,223512
564,5,2,192576
1567,5,3,471711
2158,2,2,161305
663,4,1,281986
2206,4,3,208353
1483,1,2,484871
837,4,1,343530
705,4,3,392417
2455,3,2,269353
1194,2,1,445976
1256,1,3,327363
951,3,2,216818
1683,4,1,462320
2130,5,1,342212
1449,4,1,449930
2314,4,3,479601
2168,1,1,482705
516,4,2,157102
834,1,3,403841
2250,4,1,359340
1254,1,3,236108
536,5,2,108989
1406,5,2,264359
2119,2,2,452118
730,2,2,251417
1873,4,2,485498
1022,5,3,339222
1637,4,1,152455
531,4,2,239531
1644,3,3,351720
1314,2,2,337592
1295,5,3,420387
1052,4,1,454160
834,4,2,425967
2419,3,1,170666
2190,4,2,319162
2233,1,2,298467
873,3,1,367196
948,2,3,163905
1070,1,3,289345
821,2,2,481637
1720,2,1,271348
1505,1,3,102934
1013,1,1,439638
2108,3,1,448308
1495,4,3,379444
1386,5,1,438394
655,1,3,318852
1929,2,3,320856
1279,3,2,344896
620,3,3,266721
1705,2,3,107922
2191,1,3,297765
2453,4,2,226210
597,3,3,251144
2026,2,3,294707
1166,4,2,407195
1947,2,1,146039
1368,1,3,270630
1607,3,3,126121
1769,5,3,355721
589,4,3,278750
1117,1,2,149132
1050,5,1,479357
1848,1,2,188133
2207,5,1,468969
2057,1,3,341357
1097,2,3,447804
2346,5,2,481944
1941,1,3,331456
933,2,1,177431
589,1,1,404745
2141,3,2,374765
915,5,1,250009
2498,1,2,240363
1630,4,3,379313
2166,5,2,174395
1528,2,1,353169
1730,1,2,280415
848,3,3,232715
1037,5,3,358463
1721,1,1,427838
2061,3,3,408517
1977,4,1,256110
1800,4,3,162816
1143,4,1,433060
666,4,1,337111
2428,4,3,259860
913,1,1,414230
2400,4,2,337915
860,5,2,255287
1958,2,3,435060
1000,1,3,435440
2128,5,2,364180
1554,3,2,242478
1731,4,3,140448
1815,1,2,239160
925,1,1,402205
2006,3,3,440766
2316,3,3,466426
1864,2,3,182593
887,2,2,111480
1853,5,1,304431
1222,4,1,260945
2303,5,3,157071
514,5,3,354945
509,5,1,482776
2022,4,1,431978
737,4,2,475332
1089,4,1,353864
2003,3,1,159440
1315,1,2,405228
1785,5,1,430138
922,2,1,351432
1199,4,3,326921
2022,1,3,456080
1173,3,1,132128
1427,4,1,295271
2040,3,1,464559
1326,3,1,435399
1802,2,1,398691
1598,3,2,183641
1987,1,3,128065
1459,5,2,270491
955,5,2,146318
861,4,1,189759
1558,5,2,231722
511,3,1,250427
726,3,1,222770
688,4,3,222800
1028,4,3,152960
2483,5,1,327857
2389,1,1,328312
1680,1,3,203506
1720,4,2,275390
2491,2,1,267532
1510,1,2,359079
2063,2,2,152131
1600,3,3,380808
839,4,3,307744
2076,4,2,176654
656,1,3,330085
1448,3,1,286419
777,3,1,101872
2414,5,1,488003
1402,2,1,245004
1170,1,3,234814
2187,4,2,180140
598,4,2,158854
598,5,2,330870
1193,4,1,485320
1495,5,1,327092
685,1,2,378247
1840,1,1,107958
2483,3,1,137763
503,2,1,368701
650,1,2,446664
657,2,1,218772
2210,4,1,256904
1701,4,1,270619
2422,3,2,495044
1087,3,1,263700
833,5,1,448852
883,5,3,272910
2468,5,1,130878
1210,1,1,163966
1641,5,1,130437
2214,5,2,330604
582,4,3,181176
2029,2,3,295504
2347,5,3,271685
2365,5,3,119401
2159,2,1,420517
1657,4,2,255015
2323,2,1,342721
1824,2,2,208532
743,3,3,210078
1629,2,2,213421
1087,4,2,400601
2491,3,2,121064
2457,4,2,201543
1025,5,1,156075
2191,5,3,299790
996,5,3,267164
2344,3,3,298009
1059,3,2,290379
500,3,1,479725
770,2,1,119681
1213,4,2,277653
2237,5,1,489240
2232,5,3,336315
1375,2,3,264841
1959,5,3,275526
1430,2,1,180585
2115,3,1,206503
1854,1,2,453403
2361,2,2,157127
1679,1,2,329684
1677,4,1,272051
1287,5,3,174843
901,3,1,491036
1451,4,1,198280
1369,2,1,145562
916,1,2,233538
712,4,2,135020
2263,4,3,287227
738,4,3,424999
990,2,2,470235
1452,5,2,151130
1178,5,2,249639
1466,1,2,289946
1259,3,1,460155
2325,1,1,355441
2085,3,2,244473
1548,2,3,465550
1469,5,3,179818
1856,3,2,180202
876,2,3,491813
936,3,1,281496
1711,3,2,401371
2284,2,3,203613
924,5,3,289570
616,4,2,344999
2109,5,1,452331
2270,4,2,492235
1811,1,3,336635
681,2,2,270165
1535,5,2,479007
1169,1,2,111455
1517,3,3,136790
1436,5,1,426233
2220,4,3,310619
2452,4,1,484134
775,2,1,465042
817,3,2,106275
1229,5,1,105311
1306,4,1,219124
1110,1,1,489552
820,4,1,360144
2413,4,2,367751
1515,3,1,185208
1978,4,1,481271
828,4,3,195787
2004,5,1,424800
1234,3,2,408792
1491,5,1,434332
759,2,2,485094
1688,2,3,176607
1774,3,2,223070
966,5,1,105135
2218,4,3,178973
1248,3,2,294418
2124,4,3,354762
1720,4,1,116090
1205,5,3,171111
1149,4,3,400319
1514,4,1,255342
504,2,2,267732
1899,2,2,115218
2240,4,1,229579
2356,3,1,436791
2482,5,2,492308
2171,2,3,486465
918,4,3,338108
883,3,3,471772
1101,1,3,126456
2151,2,2,237134
1454,4,3,270369
2327,3,3,480135
1627,4,3,130394
1780,3,1,320122
784,2,3,443942
2469,4,3,341661
980,4,3,426863
700,1,1,117535
875,5,2,252496
1941,1,1,249060
2219,5,1,241062
1141,1,1,154317
1684,5,1,112518
662,4,2,453864
930,3,2,251271
2356,1,1,114911
588,1,2,455589
2423,1,1,319175
1806,3,2,405603
2250,5,3,101416
1606,1,2,448083
662,2,2,384055
943,4,3,414429
2238,1,2,345041
1985,3,1,455595
1432,5,2,490082
1978,5,2,303722
